item,itemLabel,startDate,endDate
Q311355,Enrique Bolaños,1997-01-10,2000-10
Q96007379,Leopoldo Navarro Bermúdez,2000-10,2002-01-10
Q6293873,José Rizo Castellón,2002-01-10,2005-10
Q4723794,Alfredo Gómez Urcuyo,2005-10-10,2007-01-10
Q6123851,Jaime Morales Carazo,2007-01-10,2012-01-10
Q9052236,Omar Halleslevens,2012-01-10,2017-01-10
Q3034382,Rosario Murillo,2017-01-10,
