item,itemLabel,position,positionLabel,start,psid
Q28381212,Denis Moncada,Q18345278,Minister of Foreign Affairs,2017-01-17,Q28381212-E727D3BD-5B8B-453D-A25C-0EBA51E99DC7
Q3034382,Rosario Murillo,Q3649507,Vice President of Nicaragua,2017-01-10,Q3034382-8a093c02-4220-eed8-5338-e069b241d52d
Q57402,Daniel Ortega,Q852448,President of Nicaragua,2007-01-10,q57402-9d3979b3-4659-d47a-24c5-8d456d73b4bc
