pageid,title,wikidata,label
8778,Daniel Ortega,Q57402,Daniel Ortega
13577522,Rosario Murillo,Q3034382,Rosario Murillo
72003611,Gustavo Porras Cortés,Q28173996,Gustavo Porras Cortés
